Nombre de Comunidad,Código de Provincia,Nombre de Provincia,Población,Número de mesas,Censo electoral sin CERA,Censo CERA,Total censo electoral,Solicitudes voto CERA aceptadas,Total Votantes CER,Total votantes CERA,Total votantes,Votos válidos,Votos a candidaturas,Votos en blanco,Votos nulos,PARTIDO POPULAR_PP_votos,PARTIDO POPULAR_PP_diputados,PARTIDO SOCIALISTA OBRERO ESPAÑOL_PSOE_votos,PARTIDO SOCIALISTA OBRERO ESPAÑOL_PSOE_diputados,UNIDOS PODEMOS_PODEMOS-IU-EQUO_votos,UNIDOS PODEMOS_PODEMOS-IU-EQUO_diputados,CIUDADANOS-PARTIDO DE LA CIUDADANÍA_C's_votos,CIUDADANOS-PARTIDO DE LA CIUDADANÍA_C's_diputados,EN COMÚ PODEM-GUANYEM EL CANVI_ECP_votos,EN COMÚ PODEM-GUANYEM EL CANVI_ECP_diputados,COMPROMÍS-PODEMOS-EUPV: A LA VALENCIANA_PODEMOS-COMPROMÍS-EUPV_votos,COMPROMÍS-PODEMOS-EUPV: A LA VALENCIANA_PODEMOS-COMPROMÍS-EUPV_diputados,ESQUERRA REPUBLICANA/CATALUNYA SÍ_ERC-CATSÍ_votos,ESQUERRA REPUBLICANA/CATALUNYA SÍ_ERC-CATSÍ_diputados,CONVERGÈNCIA DEMOCRÀTICA DE CATALUNYA_CDC_votos,CONVERGÈNCIA DEMOCRÀTICA DE CATALUNYA_CDC_diputados,EN MAREA_PODEMOS-EN MAREA-ANOVA-EU_votos,EN MAREA_PODEMOS-EN MAREA-ANOVA-EU_diputados,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO_EAJ-PNV_votos,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO_EAJ-PNV_diputados,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL_PACMA_votos,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL_PACMA_diputados,EUSKAL HERRIA BILDU_EH Bildu_votos,EUSKAL HERRIA BILDU_EH Bildu_diputados,COALICIÓN CANARIA-PARTIDO NACIONALISTA CANARIO_CCa-PNC_votos,COALICIÓN CANARIA-PARTIDO NACIONALISTA CANARIO_CCa-PNC_diputados,RECORTES CERO-GRUPO VERDE_RECORTES CERO-GRUPO VERDE_votos,RECORTES CERO-GRUPO VERDE_RECORTES CERO-GRUPO VERDE_diputados,UNIÓN PROGRESO Y DEMOCRACIA_UPyD_votos,UNIÓN PROGRESO Y DEMOCRACIA_UPyD_diputados,VOX_VOX_votos,VOX_VOX_diputados,BNG-NÓS CANDIDATURA GALEGA_BNG-NÓS_votos,BNG-NÓS CANDIDATURA GALEGA_BNG-NÓS_diputados,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA_PCPE_votos,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA_PCPE_diputados,GEROA BAI_GBAI_votos,GEROA BAI_GBAI_diputados,ESCAÑOS EN BLANCO_EB_votos,ESCAÑOS EN BLANCO_EB_diputados,FALANGE ESPAÑOLA DE LAS JONS_FE de las JONS_votos,FALANGE ESPAÑOLA DE LAS JONS_FE de las JONS_diputados,SOBIRANIA PER A LES ILLES_SI_votos,SOBIRANIA PER A LES ILLES_SI_diputados,SOM VALENCIANS_SOMVAL_votos,SOM VALENCIANS_SOMVAL_diputados,CIUDADANOS DE CENTRO DEMOCRÁTICO_CCD_votos,CIUDADANOS DE CENTRO DEMOCRÁTICO_CCD_diputados,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA_SAIn_votos,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA_SAIn_diputados,PARTIDO HUMANISTA_PH_votos,PARTIDO HUMANISTA_PH_diputados,LOS VERDES-ECOPACIFISTAS_CENTRO MODERADO_votos,LOS VERDES-ECOPACIFISTAS_CENTRO MODERADO_diputados,PARTIDO LIBERTARIO_P-LIB_votos,PARTIDO LIBERTARIO_P-LIB_diputados,CIUDADANOS DE CENTRO DEMOCRÁTICO-CANDIDATURA INDEPENDIENTE_CCD-CI_votos,CIUDADANOS DE CENTRO DEMOCRÁTICO-CANDIDATURA INDEPENDIENTE_CCD-CI_diputados,UNIÓN DEL PUEBLO LEONÉS_UPL_votos,UNIÓN DEL PUEBLO LEONÉS_UPL_diputados,PARTIDO COMUNISTA OBRERO ESPAÑOL_PCOE_votos,PARTIDO COMUNISTA OBRERO ESPAÑOL_PCOE_diputados,PARTIDO SOMOS ANDALUCES POR ANDALUCÍA Y LOS PUEBLOS_AND_votos,PARTIDO SOMOS ANDALUCES POR ANDALUCÍA Y LOS PUEBLOS_AND_diputados,JUNTOS POR CANARIAS_JXC_votos,JUNTOS POR CANARIAS_JXC_diputados,FAMILIA Y VIDA_PFyV_votos,FAMILIA Y VIDA_PFyV_diputados,CIUDADANOS LIBRES UNIDOS_CILUS_votos,CIUDADANOS LIBRES UNIDOS_CILUS_diputados,PLATAFORMA PER CATALUNYA_PxC_votos,PLATAFORMA PER CATALUNYA_PxC_diputados,MOVIMIENTO ARAGONÉS SOCIAL_MAS_votos,MOVIMIENTO ARAGONÉS SOCIAL_MAS_diputados,IZQUIERDA ANTICAPITALISTA REVOLUCIONARIA_IZAR_votos,IZQUIERDA ANTICAPITALISTA REVOLUCIONARIA_IZAR_diputados,UNIDAD DEL PUEBLO_UNIDAD DEL PUEBLO_votos,UNIDAD DEL PUEBLO_UNIDAD DEL PUEBLO_diputados,PARTIDO REGIONALISTA DEL PAÍS LEONÉS_PREPAL_votos,PARTIDO REGIONALISTA DEL PAÍS LEONÉS_PREPAL_diputados,"LIBERTAD NAVARRA, LIBERTATE NAFARRA_Ln_votos","LIBERTAD NAVARRA, LIBERTATE NAFARRA_Ln_diputados",RENOVACIO POLITICA_REPO_votos,RENOVACIO POLITICA_REPO_diputados,INDEPENDIENTES POR ARAGÓN_INDEPENDIENTES-FIA_votos,INDEPENDIENTES POR ARAGÓN_INDEPENDIENTES-FIA_diputados,ENTABAN_ENTABAN_votos,ENTABAN_ENTABAN_diputados,INICIATIVA MERINDADES DE CASTILLA_IMC_votos,INICIATIVA MERINDADES DE CASTILLA_IMC_diputados,PARTIDO UNIONISTA ESTADO DE ESPAÑA_PUEDE_votos,PARTIDO UNIONISTA ESTADO DE ESPAÑA_PUEDE_diputados,LA FALANGE_FE_votos,LA FALANGE_FE_diputados,ALIANZA DE CENTRO DEMOCRÁTICO_ALCD_votos,ALIANZA DE CENTRO DEMOCRÁTICO_ALCD_diputados,LA FUERZA DE LOS MAYORES DE ESPAÑA_FME_votos,LA FUERZA DE LOS MAYORES DE ESPAÑA_FME_diputados,HEGOALDE RIOJA-LIBERTAD NAVARRA_HRTS-Ln_votos,HEGOALDE RIOJA-LIBERTAD NAVARRA_HRTS-Ln_diputados,UNIÓN DE TODOS_UDT_votos,UNIÓN DE TODOS_UDT_diputados
Cataluña                      ,25,Lleida                                            ,436029,534,298140,15067,313207,1390,181914,995,182909,181159,179003,2156,1750,24503,1,22533,0,0,0,12592,0,30182,1,0,0,45525,1,40985,1,0,0,0,0,1930,0,0,0,0,0,288,0,0,0,198,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,43,Tarragona                                         ,795101,1002,547591,15399,562990,1897,346668,1193,347861,344620,341560,3060,3241,51241,1,53967,1,0,0,39082,1,75328,1,0,0,67759,1,47226,1,0,0,0,0,5680,0,0,0,0,0,853,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura                   ,6,Badajoz                                           ,686730,856,547516,10712,558228,1148,382107,874,382981,377949,375230,2719,5032,149603,3,133392,2,47182,1,40417,0,0,0,0,0,0,0,0,0,0,0,0,0,2766,0,0,0,0,0,614,0,639,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura                   ,10,Cáceres                                           ,406267,514,333686,15396,349082,1316,238668,1067,239735,236205,234666,1539,3530,95419,2,78767,2,33164,0,24343,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,0,0,0,0,0,459,0,415,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,15,A Coruña                                          ,1127196,1537,934015,153457,1087472,8734,645236,5829,651065,643389,636696,6693,7676,257855,4,139973,2,0,0,60347,0,0,0,0,0,0,0,0,0,148566,2,0,0,6857,0,0,0,0,0,1583,0,0,0,1026,0,19343,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,27,Lugo                                              ,339386,555,284712,63849,348561,3030,194379,1893,196272,192957,190869,2088,3315,91516,2,45796,1,0,0,13343,0,0,0,0,0,0,0,0,0,32752,1,0,0,1939,0,0,0,0,0,514,0,0,0,0,0,5009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,32,Ourense                                           ,318391,548,266056,98413,364469,4713,185688,2874,188562,186177,184650,1527,2385,92539,3,43429,1,0,0,13133,0,0,0,0,0,0,0,0,0,29136,0,0,0,1671,0,0,0,0,0,417,0,0,0,0,0,4107,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,36,Pontevedra                                        ,947374,1341,773158,128075,901233,7712,546856,4906,551762,544673,540255,4418,7089,208921,3,118816,2,0,0,48302,0,0,0,0,0,0,0,0,0,137088,2,0,0,6497,0,0,0,0,0,1360,0,975,0,0,0,16793,0,718,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunidad de Madrid           ,28,Madrid                                            ,6436996,6530,4662855,265077,4927932,36005,3462738,26638,3489376,3465795,3447658,18137,23581,1325665,15,678340,7,737885,8,616503,6,0,0,0,0,0,0,0,0,0,0,0,0,39117,0,0,0,0,0,7377,0,14659,0,16803,0,0,0,3110,0,0,0,0,0,3946,0,0,0,0,0,0,0,994,0,2148,0,0,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunidad Foral de Navarra    ,31,Navarra                                           ,640476,958,477733,24797,502530,2102,337187,1533,338720,335335,331867,3468,3385,106976,2,58173,1,94972,2,20505,0,0,0,0,0,0,0,0,0,0,0,0,0,2757,0,31374,0,0,0,1089,0,591,0,0,0,0,0,0,0,14343,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,1,Araba - Álava                                     ,323648,413,248520,6059,254579,763,168752,579,169331,167640,166562,1078,1691,34276,1,26381,1,51827,1,8372,0,0,0,0,0,0,0,0,0,0,0,26703,1,1657,0,15858,0,0,0,599,0,298,0,306,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,20,Gipuzkoa                                          ,716834,839,554983,25723,580706,3511,364696,2768,367464,365493,362782,2711,1971,35312,0,51449,1,104566,2,11683,0,0,0,0,0,0,0,0,0,0,0,85015,2,2788,0,69828,1,0,0,1172,0,478,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,48,Bizkaia                                           ,1148775,1343,911455,36625,948080,3371,623139,2305,625444,621219,617312,3907,4225,78965,1,86425,1,179347,3,20685,0,0,0,0,0,0,0,0,0,0,0,175296,2,4865,0,67653,1,0,0,1176,0,766,0,641,0,0,0,467,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Región de Murcia              ,30,Murcia                                            ,1467288,1638,1005154,28921,1034075,2875,717146,2390,719536,713592,709879,3713,5944,333109,5,144937,2,103522,1,111961,2,0,0,0,0,0,0,0,0,0,0,0,0,8209,0,0,0,0,0,1305,0,2083,0,2622,0,0,0,627,0,0,0,1069,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0
La Rioja                      ,26,La Rioja                                          ,317053,480,232902,14768,247670,1201,173996,917,174913,172982,171757,1225,1931,73708,2,42010,1,28772,1,24180,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,0,0,0,0,0,312,0,425,0,366,0,0,0,250,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
Comunitat Valenciana          ,3,Alicante / Alacant                                ,1855047,2197,1220110,33186,1253296,3599,879862,2739,882601,875169,870331,4838,7432,329628,5,187484,2,0,0,138517,2,0,0,193263,3,0,0,0,0,0,0,0,0,10632,0,0,0,0,0,1293,0,1961,0,2003,0,0,0,1582,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,0,0,3011,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunitat Valenciana          ,12,Castellón / Castelló                              ,582327,706,408418,8073,416491,1140,301416,908,302324,299204,297135,2069,3120,106746,2,66062,1,0,0,44121,1,0,0,72281,1,0,0,0,0,0,0,0,0,2985,0,0,0,0,0,561,0,662,0,711,0,0,0,403,0,0,0,0,0,476,0,0,0,415,0,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunitat Valenciana          ,46,Valencia / València                               ,2543315,2862,1891413,54633,1946046,6628,1426764,5079,1431843,1419521,1411013,8508,12322,482855,6,285732,3,0,0,205489,2,0,0,394227,5,0,0,0,0,0,0,0,0,18994,0,0,0,0,0,2944,0,2962,0,3381,0,0,0,1566,0,0,0,0,0,1465,0,0,0,5678,0,4561,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciudad de Ceuta               ,51,Ceuta                                             ,84263,93,59125,2462,61587,182,31093,101,31194,30837,30521,316,357,15991,1,6974,0,3345,0,3549,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,118,0,72,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciudad de Melilla             ,52,Melilla                                           ,85584,78,53307,4488,57795,163,27373,110,27483,27121,26853,268,362,13522,1,6805,0,2667,0,3352,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,44,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
España,ES,España,46624382,57531,34596892,1924021,36520913,169658,24157982,121277,24279259,24053755,23874674,179081,225504,7941236,137,5443846,85,3227123,45,3141570,32,853102,12,659771,9,632234,9,483488,8,347542,5,287014,5,286702,0,184713,2,78253,1,51907,0,50247,0,47182,0,45252,0,26627,0,14343,0,11669,0,9909,0,7418,0,6647,0,6273,0,3110,0,3012,0,3011,0,2996,0,2672,0,2295,0,1822,0,1727,0,1190,0,846,0,830,0,724,0,723,0,687,0,686,0,668,0,622,0,570,0,550,0,377,0,356,0,336,0,254,0,214,0,200,0,80,0,48,0
