Nombre de Comunidad,Código de Provincia,Nombre de Provincia,Población,Número de mesas,Censo electoral sin CERA,Censo CERA,Total censo electoral,Total Votantes CER,Total votantes CERA,Total votantes,Votos válidos,Votos a candidaturas,Votos en blanco,Votos nulos,PARTIDO SOCIALISTA OBRERO ESPAÑOL_PSOE_votos,PARTIDO SOCIALISTA OBRERO ESPAÑOL_PSOE_diputados,COALICION POPULAR_AP-PDP-PL_votos,COALICION POPULAR_AP-PDP-PL_diputados,CENTRO DEMOCRATICO Y SOCIAL_CDS_votos,CENTRO DEMOCRATICO Y SOCIAL_CDS_diputados,CONVERGENCIA I UNIO_CIU_votos,CONVERGENCIA I UNIO_CIU_diputados,COALICION IZQUIERDA UNIDA_IU_votos,COALICION IZQUIERDA UNIDA_IU_diputados,PARTIDO NACIONALISTA VASCO_EAJ-PNV_votos,PARTIDO NACIONALISTA VASCO_EAJ-PNV_diputados,HERRI BATASUNA_HB_votos,HERRI BATASUNA_HB_diputados,MESA PARA LA UNIDAD DE LOS COMUNISTAS_MUC_votos,MESA PARA LA UNIDAD DE LOS COMUNISTAS_MUC_diputados,PARTIDO REFORMISTA DEMOCRATICO_PRD_votos,PARTIDO REFORMISTA DEMOCRATICO_PRD_diputados,EUSKADIKO EZKERRA_EE_votos,EUSKADIKO EZKERRA_EE_diputados,PARTIDO ANDALUCISTA_PA_votos,PARTIDO ANDALUCISTA_PA_diputados,ESQUERRA REPUBLICANA DE CATALUNYA_ERC_votos,ESQUERRA REPUBLICANA DE CATALUNYA_ERC_diputados,COALICION GALEGA_CG_votos,COALICION GALEGA_CG_diputados,PARTIDO SOCIALISTA DE LOS TRABAJADORES_PST_votos,PARTIDO SOCIALISTA DE LOS TRABAJADORES_PST_diputados,PARTIDO ARAGONES REGIONALISTA_PAR_votos,PARTIDO ARAGONES REGIONALISTA_PAR_diputados,COALICION AGRUPACIONES INDEPENDIENTES DE CANARIAS_AIC_votos,COALICION AGRUPACIONES INDEPENDIENTES DE CANARIAS_AIC_diputados,UNIO VALENCIANA_UV_votos,UNIO VALENCIANA_UV_diputados,PARTIT DELS COMUNISTES DE CATALUNYA_PCC_votos,PARTIT DELS COMUNISTES DE CATALUNYA_PCC_diputados,PARTIDO SOCIALISTA GALEGO-ESQUERDA GALEGA_PSG-EG_votos,PARTIDO SOCIALISTA GALEGO-ESQUERDA GALEGA_PSG-EG_diputados,FALANGE ESPAÑOLA DE LAS JONS_FE-JONS_votos,FALANGE ESPAÑOLA DE LAS JONS_FE-JONS_diputados,UNIFICACION COMUNISTA DE ESPAÑA_UCE_votos,UNIFICACION COMUNISTA DE ESPAÑA_UCE_diputados,UNITAT DEL POBLE VALENCIA_UPV_votos,UNITAT DEL POBLE VALENCIA_UPV_diputados,ASAMBLEA CANARIA-IZQUIERDA NACIONALISTA CANARIA_AC-INC_votos,ASAMBLEA CANARIA-IZQUIERDA NACIONALISTA CANARIA_AC-INC_diputados,LOS VERDES_LV_votos,LOS VERDES_LV_diputados,LISTA ALTERNATIVA VERDE_AV_votos,LISTA ALTERNATIVA VERDE_AV_diputados,VERTICE ESPAÑOL REIVINDICACION DESARROLL ECOLOGICO_VERDE_votos,VERTICE ESPAÑOL REIVINDICACION DESARROLL ECOLOGICO_VERDE_diputados,UNIDAD  POPULAR REPUBLICANA_UPR_votos,UNIDAD  POPULAR REPUBLICANA_UPR_diputados,BLOQUE NACIONALISTA GALEGO_BNG_votos,BLOQUE NACIONALISTA GALEGO_BNG_diputados,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA_POSI_votos,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA_POSI_diputados,EXTREMADURA UNIDA_EU_votos,EXTREMADURA UNIDA_EU_diputados,PARTIDO SOCIALISTA DEL PUEBLO ANDALUZ_PSPA_votos,PARTIDO SOCIALISTA DEL PUEBLO ANDALUZ_PSPA_diputados,PSM ESQUERRA NACIONALISTA_PSM-EN_votos,PSM ESQUERRA NACIONALISTA_PSM-EN_diputados,COALICION DE UNIDAD NACIONAL_CUN_votos,COALICION DE UNIDAD NACIONAL_CUN_diputados,PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA_PORE_votos,PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA_PORE_diputados,PARTIT SOCIALDEMOCRATA DE CATALUNYA_PSDC_votos,PARTIT SOCIALDEMOCRATA DE CATALUNYA_PSDC_diputados,AGRUPACION DE ELECTORES INDEPENDIENTES_ADEI_votos,AGRUPACION DE ELECTORES INDEPENDIENTES_ADEI_diputados,COALICION CONVERGENCIA LEONESISTA_CL_votos,COALICION CONVERGENCIA LEONESISTA_CL_diputados,PARTIDO REGIONALISTA DEL PAIS LEONES_PREPAL_votos,PARTIDO REGIONALISTA DEL PAIS LEONES_PREPAL_diputados,ESQUERRA NACIONALISTA VALENCIANA_ENV-URV_votos,ESQUERRA NACIONALISTA VALENCIANA_ENV-URV_diputados,LIGA OBRERA COMUNISTA_LOC_votos,LIGA OBRERA COMUNISTA_LOC_diputados,PARTIDO MODERADO-CENTRISTAS DE NAVARRA_PMCN_votos,PARTIDO MODERADO-CENTRISTAS DE NAVARRA_PMCN_diputados,CULTURA NATURAL_CN_votos,CULTURA NATURAL_CN_diputados,PARTIDO REGIONALISTA MURCIANO_PRM_votos,PARTIDO REGIONALISTA MURCIANO_PRM_diputados,PARTIDO ESPAÑOL DEMOCRATA_PED_votos,PARTIDO ESPAÑOL DEMOCRATA_PED_diputados,PARTIDO NACIONALISTA DE CASTILLA Y LEON_PANCAL_votos,PARTIDO NACIONALISTA DE CASTILLA Y LEON_PANCAL_diputados,COALICION CANDIDATURA POR LA AUTONOMIA_CA_votos,COALICION CANDIDATURA POR LA AUTONOMIA_CA_diputados,PARTIDO PROVERISTA_PROV_votos,PARTIDO PROVERISTA_PROV_diputados,AGRUPACION ELECTORAL 'AGRUP INDEPENDIENTE DE CEUTA'_AE-AIC_votos,AGRUPACION ELECTORAL'AGRUP INDEPENDIENTE DE CEUTA'_AE-AIC_diputados,PARTIDO ESPAÑOL CRISTIANO_PAEC_votos,PARTIDO ESPAÑOL CRISTIANO_PAEC_diputados,MOVIMIENTO COMUNISTA DE EUSKADI_EMK_votos,MOVIMIENTO COMUNISTA DE EUSKADI_EMK_diputados,LIGA KOMUNISTA IRAULTZAILEA_LKI_votos,LIGA KOMUNISTA IRAULTZAILEA_LKI_diputados
Illes Balears                 ,7,Illes Balears                                     ,680933,807,526508,1614,528122,348325,323,348648,341056,338604,2452,7592,137363,3,117007,3,38510,0,0,0,7942,0,0,0,0,0,1713,0,24379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,0,1105,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,583,0,0,0,0,0,7539,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canarias                      ,35,Las Palmas                                        ,751269,755,502737,1610,504347,357631,212,357843,349374,347855,1519,8469,113905,3,98173,2,73842,2,0,0,19508,0,0,0,0,0,0,0,7793,0,0,0,0,0,0,0,0,0,1851,0,0,0,6927,0,0,0,0,0,0,0,692,0,1415,0,0,0,21393,0,0,0,0,0,0,0,967,0,0,0,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canarias                      ,38,Santa Cruz de Tenerife                            ,715122,706,489983,5395,495378,324537,272,324809,319487,318458,1029,5322,127292,3,57646,1,39210,1,0,0,9312,0,0,0,0,0,0,0,2055,0,0,0,0,0,0,0,0,0,3313,0,0,0,58737,1,0,0,0,0,0,0,760,0,1280,0,0,0,15499,0,1451,0,0,0,1088,0,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cantabria                     ,39,Cantabria                                         ,522664,505,400615,4142,404757,296339,889,297228,291064,288693,2371,6164,129041,3,99149,2,37710,0,0,0,8997,0,0,0,0,0,3664,0,3866,0,0,0,0,0,0,0,0,0,1713,0,0,0,0,0,0,0,331,0,0,0,1503,0,948,0,0,0,0,0,0,0,0,0,0,0,988,0,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla - La Mancha          ,2,Albacete                                          ,346217,440,263845,1422,265267,193380,387,193767,191641,190352,1289,2126,97838,3,61093,1,16750,0,0,0,8729,0,0,0,0,0,2031,0,1871,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,723,0,343,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla - La Mancha          ,13,Ciudad Real                                       ,483634,637,370443,1000,371443,272448,226,272674,268640,267058,1582,4034,138568,3,86031,2,25128,0,0,0,9793,0,0,0,0,0,1625,0,2161,0,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,1568,0,604,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla - La Mancha          ,16,Cuenca                                            ,213283,323,170735,560,171295,128206,169,128375,126617,125854,763,1758,57361,2,49339,1,11054,0,0,0,3119,0,0,0,0,0,1475,0,1870,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,587,0,307,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla - La Mancha          ,19,Guadalajara                                       ,145951,378,114762,559,115321,87544,179,87723,86289,85634,655,1434,32855,1,36174,2,9407,0,0,0,4024,0,0,0,0,0,670,0,928,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,85,0,0,0,479,0,204,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla - La Mancha          ,45,Toledo                                            ,486194,448,368517,1892,370409,288403,514,288917,284260,282683,1577,4657,130951,3,100685,2,30763,0,0,0,13400,0,0,0,0,0,1625,0,2057,0,0,0,0,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0,1228,0,558,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,5,Ávila                                             ,181770,322,145054,1192,146246,111967,239,112206,109640,109138,502,2566,26927,1,32295,1,45283,1,0,0,2202,0,0,0,0,0,558,0,572,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,222,0,284,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,9,Burgos                                            ,358967,674,283508,2352,285860,203839,574,204413,200318,198321,1997,4095,74484,2,79153,2,28353,0,0,0,5439,0,0,0,0,0,2029,0,4476,0,0,0,0,0,0,0,0,0,1839,0,0,0,0,0,0,0,8,0,0,0,876,0,931,0,0,0,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,24,León                                              ,530787,654,421198,7882,429080,292525,1331,293856,288551,286144,2407,5305,130432,3,98802,2,35709,0,0,0,7510,0,0,0,0,0,2373,0,3417,0,0,0,0,0,0,0,0,0,1441,0,0,0,0,0,0,0,357,0,0,0,753,0,1083,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,1922,0,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,34,Palencia                                          ,189433,306,148049,1608,149657,113421,395,113816,111739,110912,827,2077,44952,2,44311,1,13819,0,0,0,3271,0,0,0,0,0,1081,0,1634,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,519,0,364,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,37,Salamanca                                         ,359048,552,285021,3822,288843,216249,661,216910,213335,211114,2221,3575,82548,2,76438,1,39044,1,0,0,4093,0,0,0,0,0,1847,0,2544,0,0,0,0,0,0,0,0,0,608,0,0,0,0,0,0,0,235,0,0,0,406,0,750,0,0,0,0,0,0,0,1138,0,0,0,224,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,40,Segovia                                           ,150634,269,116321,533,116854,92406,134,92540,90161,89009,1152,2379,29204,1,32785,1,21170,1,0,0,2218,0,0,0,0,0,736,0,1126,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,179,0,0,0,188,0,266,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0
Castilla y León               ,42,Soria                                             ,97734,224,80878,633,81511,58580,171,58751,56863,56271,592,1888,20373,1,23949,2,8014,0,0,0,1500,0,0,0,0,0,400,0,1237,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,167,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,47,Valladolid                                        ,491021,696,381465,1899,383364,282039,419,282458,277166,274771,2395,5292,115617,2,88500,2,47042,1,0,0,8280,0,0,0,0,0,6372,0,3404,0,0,0,0,0,0,0,0,0,1376,0,0,0,0,0,0,0,287,0,0,0,1080,0,726,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,49,Zamora                                            ,222009,378,185854,2761,188615,131734,427,132161,129191,128010,1181,2970,48436,2,52844,2,19444,0,0,0,2440,0,0,0,0,0,771,0,1405,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,180,0,0,0,312,0,391,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,8,Barcelona                                         ,4614364,5276,3557636,18768,3576404,2455064,4628,2459692,2439795,2429890,9905,19897,1054135,16,261166,4,106434,1,728372,11,101654,1,0,0,0,0,15390,0,0,0,0,0,0,0,62390,0,0,0,7964,0,0,0,0,0,0,0,44757,0,0,0,2999,0,4411,0,0,0,0,0,0,0,14788,0,11746,0,2658,0,0,0,2386,0,0,0,0,0,0,0,0,0,1626,0,3137,0,0,0,0,0,0,0,0,0,1952,0,0,0,0,0,0,0,1169,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0
Cataluña                      ,17,Girona                                            ,488322,641,366197,2044,368241,263376,478,263854,261332,260281,1051,2522,82116,2,25892,0,6705,0,119963,3,6659,0,0,0,0,0,872,0,0,0,0,0,0,0,9118,0,0,0,1633,0,0,0,0,0,0,0,1603,0,0,0,377,0,359,0,0,0,0,0,0,0,3114,0,0,0,369,0,0,0,510,0,0,0,0,0,0,0,0,0,327,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,25,Lleida                                            ,351936,450,280694,3537,284231,190853,1422,192275,190829,189956,873,1446,58221,1,30759,1,6189,0,77645,2,4811,0,0,0,0,0,642,0,0,0,0,0,0,0,5880,0,0,0,704,0,0,0,0,0,0,0,1430,0,0,0,211,0,238,0,0,0,0,0,0,0,2222,0,0,0,189,0,0,0,241,0,0,0,0,0,0,0,0,0,179,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,43,Tarragona                                         ,523883,593,406058,1825,407883,280646,530,281176,277784,276433,1351,3392,105261,2,43499,1,11376,0,88278,2,10788,0,0,0,0,0,1196,0,0,0,0,0,0,0,7240,0,0,0,1218,0,0,0,0,0,0,0,2899,0,0,0,0,0,457,0,0,0,0,0,0,0,2603,0,0,0,287,0,0,0,293,0,0,0,0,0,0,0,0,0,349,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura                   ,6,Badajoz                                           ,666053,743,495134,2425,497559,369960,501,370461,366121,364166,1955,4340,209621,4,95566,2,31110,0,0,0,18727,0,0,0,0,0,2125,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
