Nombre de Comunidad,Código de Provincia,Nombre de Provincia,Población,Número de mesas,Total censo electoral,Total votantes,Votos válidos,Votos a candidaturas,Votos en blanco,Votos nulos,PARTIDO SOCIALISTA OBRERO ESPAÑOL_PSOE_votos,PARTIDO SOCIALISTA OBRERO ESPAÑOL_PSOE_diputados,ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR_AP-PDP_votos,ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR_AP-PDP_diputados,UNION DE CENTRO DEMOCRATICO_UCD_votos,UNION DE CENTRO DEMOCRATICO_UCD_diputados,PARTIDO COMUNISTA DE ESPAÑA_PCE_votos,PARTIDO COMUNISTA DE ESPAÑA_PCE_diputados,CONVERGENCIA I UNIO_CIU_votos,CONVERGENCIA I UNIO_CIU_diputados,CENTRO DEMOCRATICO Y SOCIAL_CDS_votos,CENTRO DEMOCRATICO Y SOCIAL_CDS_diputados,PARTIDO NACIONALISTA VASCO-EUZKO ALDERDI JELTZALEA_EAJ-PNV_votos,PARTIDO NACIONALISTA VASCO-EUZKO ALDERDI JELTZALEA_EAJ-PNV_diputados,AGRUPACION ELECTORES HERRI BATASUNA_HB_votos,AGRUPACION ELECTORES HERRI BATASUNA_HB_diputados,ESQUERRA REPUBLICANA DE CATALUNYA_ERC_votos,ESQUERRA REPUBLICANA DE CATALUNYA_ERC_diputados,ASOCIACION POLITICA FUERZA NUEVA_FN_votos,ASOCIACION POLITICA FUERZA NUEVA_FN_diputados,PARTIDO SOCIALISTA DE LOS TRABAJADORES_PST_votos,PARTIDO SOCIALISTA DE LOS TRABAJADORES_PST_diputados,EUSKADIKO EZKERRA - IZQUIERDA PARA EL SOCIALISMO_EE_votos,EUSKADIKO EZKERRA - IZQUIERDA PARA EL SOCIALISMO_EE_diputados,PARTIDO SOCIALISTA DE ANDALUCIA - PARTIDO ANDALUZ_PSA-PA_votos,PARTIDO SOCIALISTA DE ANDALUCIA - PARTIDO ANDALUZ_PSA-PA_diputados,PARTIT DELS COMUNISTES DE CATALUNYA_PCC_votos,PARTIT DELS COMUNISTES DE CATALUNYA_PCC_diputados,BLOQUE PSG_B-PSG_votos,BLOQUE PSG_B-PSG_diputados,UNION DEL PUEBLO CANARIO_UPC_votos,UNION DEL PUEBLO CANARIO_UPC_diputados,NACIONALISTES D'ESQUERRA_NE_votos,NACIONALISTES D'ESQUERRA_NE_diputados,SOLIDARIDAD ESPAÑOLA_SE_votos,SOLIDARIDAD ESPAÑOLA_SE_diputados,EXTREMADURA UNIDA_EU_votos,EXTREMADURA UNIDA_EU_diputados,PARTIDO COMUNISTA OBRERO ESPAÑOL_PCOE_votos,PARTIDO COMUNISTA OBRERO ESPAÑOL_PCOE_diputados,CONVERGENCIA CANARIA_CC_votos,CONVERGENCIA CANARIA_CC_diputados,UNIFICACION COMUNISTA DE ESPAÑA_UCE_votos,UNIFICACION COMUNISTA DE ESPAÑA_UCE_diputados,PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)_PCE (M-L)_votos,PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)_PCE (M-L)_diputados,ESQUERDA GALEGA_EG_votos,ESQUERDA GALEGA_EG_diputados,ASAMBLEA CANARIA - COORDINADORA CANARIA_AC-CC_votos,ASAMBLEA CANARIA - COORDINADORA CANARIA_AC-CC_diputados,UNITAT DEL POBLE VALENCIA_UPV_votos,UNITAT DEL POBLE VALENCIA_UPV_diputados,CANDIDATURA DE UNIDAD COMUNISTA_CUC_votos,CANDIDATURA DE UNIDAD COMUNISTA_CUC_diputados,ESQUERRA UNIDA DEL PAIS VALENCIA_EUPV_votos,ESQUERRA UNIDA DEL PAIS VALENCIA_EUPV_diputados,MOVIMIENTO FALANGISTA DE ESPAÑA_MFE_votos,MOVIMIENTO FALANGISTA DE ESPAÑA_MFE_diputados,AGRUPACION ELECTORAL BLOQUE AGRARIO_AEBA_votos,AGRUPACION ELECTORAL BLOQUE AGRARIO_AEBA_diputados,COALICION ELECTORAL PSM-NACIONALISTES DE LES ILLES_PSM_votos,COALICION ELECTORAL PSM-NACIONALISTES DE LES ILLES_PSM_diputados,PARTIDO SOCIALISTA DE ARAGON_PSA_votos,PARTIDO SOCIALISTA DE ARAGON_PSA_diputados,ESQUERRA NACIONALISTA VALENCIANA_ENV-URV_votos,ESQUERRA NACIONALISTA VALENCIANA_ENV-URV_diputados,PARTIDO SOCIALISTA_PS_votos,PARTIDO SOCIALISTA_PS_diputados,AGRUPACION ELECTORAL GALLEGA INDEPENDIENTE_AEGI_votos,AGRUPACION ELECTORAL GALLEGA INDEPENDIENTE_AEGI_diputados,LIGA COMUNISTA (C.OBREROS SOCIAL.INTERNACIONALIS.)_LC (COSI)_votos,LIGA COMUNISTA (C.OBREROS SOCIAL.INTERNACIONALIS.)_LC (COSI)_diputados,COALICION ELECTORAL FRONT COMUNISTA DE CATALUNYA_CE-FCC_votos,COALICION ELECTORAL FRONT COMUNISTA DE CATALUNYA_CE-FCC_diputados,FRENTE DE IZQUIERDA COMUNISTA_FIC_votos,FRENTE DE IZQUIERDA COMUNISTA_FIC_diputados,PARTIDO NACIONALISTA CANARIO_PNC_votos,PARTIDO NACIONALISTA CANARIO_PNC_diputados,PARTIDO REGIONALISTA DEL PAIS LEONES_PREPAL_votos,PARTIDO REGIONALISTA DEL PAIS LEONES_PREPAL_diputados,CONSERVADORS DE CATALUNYA_CC_votos,CONSERVADORS DE CATALUNYA_CC_diputados,FALANGE ESPAÑOLA DE LAS JONS_FE-JONS_votos,FALANGE ESPAÑOLA DE LAS JONS_FE-JONS_diputados,PARTIDO ASTURIANO DEMOCRATA LIBERAL_PADL_votos,PARTIDO ASTURIANO DEMOCRATA LIBERAL_PADL_diputados,INDEPENDIENTES Y EMIGRANTES DE GALICIA_IDG_votos,INDEPENDIENTES Y EMIGRANTES DE GALICIA_IDG_diputados,PARTIDO RURALISTA ESPAÑOL_PRE_votos,PARTIDO RURALISTA ESPAÑOL_PRE_diputados,FALANGE ESPAÑOLA INDEPENDIENTE_FE-I_votos,FALANGE ESPAÑOLA INDEPENDIENTE_FE-I_diputados,PARTIDO NACIONALISTA CEUTI_PNC_votos,PARTIDO NACIONALISTA CEUTI_PNC_diputados,AGRUPACION CIUDADANA INDEPENDIENTE_ACI_votos,AGRUPACION CIUDADANA INDEPENDIENTE_ACI_diputados,MOVIMIENTO CATOLICO ESPAÑOL_M.CAT.E_votos,MOVIMIENTO CATOLICO ESPAÑOL_M.CAT.E_diputados,COALICION ELECTORAL IZQUIERDA COMUNISTA_LCR-MC_votos,COALICION ELECTORAL IZQUIERDA COMUNISTA_LCR-MC_diputados,PARTIDO DE EL BIERZO_PDB_votos,PARTIDO DE EL BIERZO_PDB_diputados,ASOCIACION SOCIALDEMOCRATA CANARIA_ASDC_votos,ASOCIACION SOCIALDEMOCRATA CANARIA_ASDC_diputados,IZQUIERDA REPUBLICANA_IR_votos,IZQUIERDA REPUBLICANA_IR_diputados,FALANGE ASTURIANA_FA_votos,FALANGE ASTURIANA_FA_diputados,PARTIDO CARLISTA_PC_votos,PARTIDO CARLISTA_PC_diputados,PARTIDO AGRARIO ESPAÑOL_PAE_votos,PARTIDO AGRARIO ESPAÑOL_PAE_diputados,PARTIDO PROVERISTA_PP_votos,PARTIDO PROVERISTA_PP_diputados,COORDINADORA DE LA IZQUIERDA RIOJANA_CIR_votos,COORDINADORA DE LA IZQUIERDA RIOJANA_CIR_diputados,PUEBLO CANARIO UNIDO_PCU_votos,PUEBLO CANARIO UNIDO_PCU_diputados,AGRUPACION DE ELECTORES ESQUERRA MALLORQUINA_EM_votos,AGRUPACION DE ELECTORES ESQUERRA MALLORQUINA_EM_diputados,BLOQUE DE IZQUIERDA ASTURIANA_BIA_votos,BLOQUE DE IZQUIERDA ASTURIANA_BIA_diputados
Castilla y León               ,47,Valladolid                                        ,481470,516,343171,289846,281325,279175,2150,8521,144409,3,88057,2,20704,0,9622,0,0,0,11786,0,0,0,0,0,0,0,2229,0,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,49,Zamora                                            ,227771,428,180190,139193,132478,131110,1368,6715,47804,2,47504,1,24725,1,1368,0,0,0,5880,0,0,0,0,0,0,0,1001,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,8,Barcelona                                         ,4599664,4782,3331611,2716289,2682414,2671596,10818,33875,1292672,18,385967,5,40222,0,131314,1,560555,8,49772,0,0,0,0,0,99852,1,8724,0,15462,0,0,0,6687,0,41371,0,0,0,0,0,24382,0,2391,0,0,0,2699,0,0,0,1689,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3937,0,0,0,0,0,0,0,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,17,Girona                                            ,456274,616,338724,272099,267112,266150,962,4987,91228,2,35178,1,5994,0,8431,0,96306,2,5328,0,0,0,0,0,15157,0,1377,0,1596,0,0,0,0,0,1569,0,0,0,0,0,2589,0,0,0,0,0,0,0,0,0,204,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,224,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,25,Lleida                                            ,352657,434,268205,203403,200991,200158,833,2412,70821,2,31832,1,11484,0,5495,0,56188,1,6286,0,0,0,0,0,11748,0,743,0,1273,0,0,0,0,0,1960,0,0,0,0,0,1630,0,0,0,0,0,0,0,0,0,216,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,43,Tarragona                                         ,513050,581,372329,292736,287189,286074,1115,5547,120880,3,51098,1,12535,0,13313,0,59677,1,7009,0,0,0,0,0,11361,0,1281,0,1779,0,0,0,719,0,2349,0,0,0,0,0,2042,0,311,0,0,0,444,0,0,0,209,0,183,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura                   ,6,Badajoz                                           ,639332,681,460056,371485,365197,363667,1530,6288,209144,5,85296,2,30647,0,15368,0,0,0,5288,0,0,0,0,0,0,0,895,0,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,14160,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura                   ,10,Cáceres                                           ,421453,414,305672,240936,235868,235104,764,5068,123902,4,57736,1,29832,0,3831,0,0,0,4528,0,0,0,0,0,0,0,785,0,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11988,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,258,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0
Galicia                       ,15,A Coruña                                          ,1092940,1111,804461,523019,513738,511030,2708,9281,196359,4,180619,4,66689,1,9113,0,0,0,14146,0,0,0,0,0,0,0,1216,0,5912,0,0,0,0,0,0,0,16469,0,0,0,0,0,1036,0,0,0,1653,0,0,0,980,0,740,0,8350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,27,Lugo                                              ,400881,453,319960,194640,191583,190387,1196,3057,53263,1,88462,3,34567,1,1391,0,0,0,3876,0,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,5885,0,0,0,0,0,500,0,0,0,0,0,0,0,256,0,213,0,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,32,Ourense                                           ,430030,465,329847,181504,179221,178569,652,2283,50619,1,63801,2,52282,2,1534,0,0,0,3467,0,0,0,0,0,0,0,399,0,1056,0,0,0,0,0,0,0,4081,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,190,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,36,Pontevedra                                        ,882940,838,619714,421897,414468,412471,1997,7429,126228,3,155556,4,76575,1,8070,0,0,0,12099,0,0,0,0,0,0,0,930,0,4487,0,0,0,0,0,0,0,12002,0,0,0,0,0,867,0,0,0,0,0,0,0,827,0,698,0,12262,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunidad de Madrid           ,28,Madrid                                            ,4686832,5730,3274966,2815298,2762663,2750837,11826,52635,1439137,18,891372,11,92508,1,137459,1,0,0,113384,1,0,0,0,0,0,0,22602,0,8064,0,0,0,0,0,0,0,0,0,0,0,0,0,10017,0,0,0,5210,0,0,0,3900,0,7532,0,0,0,0,0,0,0,3188,0,0,0,2187,0,0,0,0,0,0,0,0,0,6375,0,0,0,634,0,0,0,3772,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,1710,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunidad Foral de Navarra    ,31,Navarra                                           ,472880,709,375846,305693,298011,296126,1885,7682,112186,3,76255,2,31245,0,2144,0,0,0,12278,0,16363,0,34744,0,0,0,459,0,1088,0,8399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,311,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,1,Araba - Álava                                     ,256982,268,183109,149834,146251,145417,834,3583,51674,2,27974,1,0,0,1573,0,0,0,5604,0,32103,1,14540,0,0,0,314,0,854,0,10180,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,191,0,138,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,20,Gipuzkoa                                          ,694681,774,500820,391237,384660,383003,1657,6577,99972,2,31308,0,0,0,4844,0,0,0,6407,0,125389,3,74217,1,0,0,435,0,1142,0,38156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,281,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,48,Bizkaia                                           ,1186507,1175,854204,679298,664570,661252,3318,14728,196974,4,79866,1,0,0,14537,0,0,0,9815,0,221801,4,87100,1,0,0,1289,0,3815,0,43591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,0,478,0,0,0,0,0,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Región de Murcia              ,30,Murcia                                            ,948141,858,656052,541158,532961,531107,1854,8197,270552,5,189642,3,34354,0,20065,0,0,0,10211,0,0,0,0,0,0,0,2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,0,0,0,708,0,463,0,0,0,0,0,0,0,527,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Rioja                      ,26,La Rioja                                          ,254187,346,190204,159966,155995,154909,1086,3971,67781,2,64778,2,11545,0,2491,0,0,0,5774,0,0,0,0,0,0,0,669,0,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,116,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunitat Valenciana          ,3,Alicante / Alacant                                ,1149178,956,787709,665188,651383,648463,2920,13805,352632,6,189040,3,46940,0,26531,0,0,0,16680,0,0,0,0,0,0,0,3461,0,3656,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,0,0,1327,0,0,0,688,0,444,0,0,0,0,0,2414,0,602,0,1226,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunitat Valenciana          ,12,Castellón / Castelló                              ,429884,427,314300,270118,262382,261293,1089,7736,130200,3,73826,2,33547,0,8280,0,0,0,7100,0,0,0,0,0,0,0,2777,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,252,0,0,0,0,0,1589,0,0,0,1967,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunitat Valenciana          ,46,Valencia / València                               ,2065242,1697,1462208,1219394,1191845,1187293,4552,27549,635522,10,350281,5,52768,0,63026,0,0,0,28111,0,0,0,0,0,0,0,12431,0,7396,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,0,0,0,3579,0,0,0,1284,0,1057,0,0,0,0,0,14513,0,1468,0,6109,0,916,0,0,0,0,0,0,0,6738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciudad de Ceuta               ,51,Ceuta                                             ,65264,36,36128,26117,25690,25571,119,427,11698,1,7674,0,1870,0,188,0,0,0,2010,0,0,0,0,0,0,0,173,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciudad de Melilla             ,52,Melilla                                           ,53593,36,30107,21224,21006,20854,152,218,10291,1,5551,0,3083,0,0,0,0,0,1615,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
España,ES,España,37520072,40815,26846940,21469274,21050038,20951600,98438,419236,10127392,202,5548107,107,1425093,11,846515,4,772726,12,604309,2,395656,8,210601,2,138118,1,108746,0,103133,0,100326,1,84474,0,47249,0,38437,0,35013,0,30643,0,28451,0,26148,0,25830,0,25792,0,24044,0,23186,0,22192,0,18757,0,18516,0,15632,0,9302,0,8976,0,8748,0,8633,0,6861,0,6738,0,6375,0,5512,0,5462,0,4900,0,3772,0,3257,0,3234,0,2596,0,2528,0,2493,0,2236,0,1984,0,1862,0,1785,0,1710,0,1694,0,1515,0,1454,0,1131,0,610,0,532,0,224,0,222,0,168,0,0,0,0,0,0,0,0,0
