Nombre de Comunidad,Código de Provincia,Nombre de Provincia,Población,Número de mesas,Censo electoral sin CERA,Censo CERA,Total censo electoral,Total Votantes CER,Total votantes CERA,Total votantes,Votos válidos,Votos a candidaturas,Votos en blanco,Votos nulos,PARTIDO POPULAR_PP_votos,PARTIDO POPULAR_PP_diputados,PARTIDO SOCIALISTA OBRERO ESPAÑOL_PSOE_votos,PARTIDO SOCIALISTA OBRERO ESPAÑOL_PSOE_diputados,IZQUIERDA UNIDA_IU_votos,IZQUIERDA UNIDA_IU_diputados,CONVERGENCIA I UNIO_CIU_votos,CONVERGENCIA I UNIO_CIU_diputados,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO_EAJ-PNV_votos,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO_EAJ-PNV_diputados,COALICION CANARIA_CC_votos,COALICION CANARIA_CC_diputados,BLOQUE NACIONALISTA GALEGO_BNG_votos,BLOQUE NACIONALISTA GALEGO_BNG_diputados,HERRI BATASUNA_HB_votos,HERRI BATASUNA_HB_diputados,ESQUERRA REPUBLICANA DE CATALUNYA_ERC_votos,ESQUERRA REPUBLICANA DE CATALUNYA_ERC_diputados,PARTIDO ANDALUCISTA_PA_votos,PARTIDO ANDALUCISTA_PA_diputados,EUSKO ALKARTASUNA_EA_votos,EUSKO ALKARTASUNA_EA_diputados,UNIO VALENCIANA_UV_votos,UNIO VALENCIANA_UV_diputados,LOS VERDES EUROPEOS_LVE_votos,LOS VERDES EUROPEOS_LVE_diputados,CHUNTA ARAGONESISTA_CHA_votos,CHUNTA ARAGONESISTA_CHA_diputados,UNION CENTRISTA_UC_votos,UNION CENTRISTA_UC_diputados,UNITAT DEL POBLE VALENCIA-BLOC NACIONALISTA_UPV-BN_votos,UNITAT DEL POBLE VALENCIA-BLOC NACIONALISTA_UPV-BN_diputados,COALICION ELECTORAL PSM-ENE_PSM-ENE_votos,COALICION ELECTORAL PSM-ENE_PSM-ENE_diputados,LOS VERDES-GRUPO VERDE_LV-GV_votos,LOS VERDES-GRUPO VERDE_LV-GV_diputados,CONVERGENCIA DEMOCRATAS DE NAVARRA_CDN_votos,CONVERGENCIA DEMOCRATAS DE NAVARRA_CDN_diputados,PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES_PRT_votos,PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES_PRT_diputados,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA_PCPE_votos,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA_PCPE_diputados,PARTIDO HUMANISTA_PH_votos,PARTIDO HUMANISTA_PH_diputados,PARTIU ASTURIANISTA_PAS_votos,PARTIU ASTURIANISTA_PAS_diputados,FALANGE ESPAÑOLA AUTENTICA_FEA_votos,FALANGE ESPAÑOLA AUTENTICA_FEA_diputados,UNION DEL PUEBLO LEONES_UPL_votos,UNION DEL PUEBLO LEONES_UPL_diputados,INIC.CIUDADANA VASCA/EUSKAL HURITARREN EGITEKOAK_ICV-GORORDO_votos,INIC.CIUDADANA VASCA/EUSKAL HURITARREN EGITEKOAK_ICV-GORORDO_diputados,LOS VERDES DE MADRID_LV_votos,LOS VERDES DE MADRID_LV_diputados,COALICION EXTREMEÑA_CEX_votos,COALICION EXTREMEÑA_CEX_diputados,UNIO MALLORQUINA_UM_votos,UNIO MALLORQUINA_UM_diputados,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO_TC-PNC_votos,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO_TC-PNC_diputados,PARTIDO RIOJANO_P.RIOJANO_votos,PARTIDO RIOJANO_P.RIOJANO_diputados,PARTIT ECOLOGISTA DE CATALUNYA_PEC_votos,PARTIT ECOLOGISTA DE CATALUNYA_PEC_diputados,UNIDAD REGIONALISTA DE CASTILLA Y LEON_URCL_votos,UNIDAD REGIONALISTA DE CASTILLA Y LEON_URCL_diputados,NACION ANDALUZA_NA_votos,NACION ANDALUZA_NA_diputados,ALIANZA POR LA UNIDAD NACIONAL_AUN_votos,ALIANZA POR LA UNIDAD NACIONAL_AUN_diputados,"SALAMANCA, ZAMORA, LEON_PREPAL_votos","SALAMANCA, ZAMORA, LEON_PREPAL_diputados",SOS NATURALEZA_SOS_votos,SOS NATURALEZA_SOS_diputados,COALICION REPUBLICANA_CR_votos,COALICION REPUBLICANA_CR_diputados,FRENTE POPULAR POR LA INDEPENDENCIA DE CANARIAS_FREPIC_votos,FRENTE POPULAR POR LA INDEPENDENCIA DE CANARIAS_FREPIC_diputados,PARTIDO SOCIALISTA DEL PUEBLO DE CEUTA_PSPC_votos,PARTIDO SOCIALISTA DEL PUEBLO DE CEUTA_PSPC_diputados,PARTIDO REGIONALISTA DE CASTILLA-LA MANCHA_PRCM_votos,PARTIDO REGIONALISTA DE CASTILLA-LA MANCHA_PRCM_diputados,FRENTE POPULAR GALEGA_FPG_votos,FRENTE POPULAR GALEGA_FPG_diputados,SOCIALISTAS INDEPENDIENTES DE EXTREMADURA_SIEX_votos,SOCIALISTAS INDEPENDIENTES DE EXTREMADURA_SIEX_diputados,PARTIDO REGIONAL INDEPENDIENTE MADRILEÑO_PRIM_votos,PARTIDO REGIONAL INDEPENDIENTE MADRILEÑO_PRIM_diputados,PARTIDO ROJI-VERDE_PRV_votos,PARTIDO ROJI-VERDE_PRV_diputados,FALANGE ESPAÑOLA INDEPENDIENTE_FEI_votos,FALANGE ESPAÑOLA INDEPENDIENTE_FEI_diputados,NUEVA REGION_NR_votos,NUEVA REGION_NR_diputados,ACCION REPUBLICANA_AR_votos,ACCION REPUBLICANA_AR_diputados,PLATAFORMA INDEPENDENT CIUTADANA DE CATALUNYA_PICC_votos,PLATAFORMA INDEPENDENT CIUTADANA DE CATALUNYA_PICC_diputados,ESQUERRA NACIONALISTA VALENCIANA_V_votos,ESQUERRA NACIONALISTA VALENCIANA_V_diputados,PARTIDO DE EL BIERZO_PB_votos,PARTIDO DE EL BIERZO_PB_diputados,PARTIDO CANARIO NACIONALISTA_PCN_votos,PARTIDO CANARIO NACIONALISTA_PCN_diputados,UNION PROVINCIAL ALICANTINA_UPRA_votos,UNION PROVINCIAL ALICANTINA_UPRA_diputados,UNIDAD ANDALUZA DEMOCRATICA_UAD_votos,UNIDAD ANDALUZA DEMOCRATICA_UAD_diputados,ACCION DEMOCRATICA CIUDADANA_ADEC_votos,ACCION DEMOCRATICA CIUDADANA_ADEC_diputados,VOZ DEL PUEBLO ANDALUZ_VDPA_votos,VOZ DEL PUEBLO ANDALUZ_VDPA_diputados,ESTADO NACIONAL EUROPEO_N_votos,ESTADO NACIONAL EUROPEO_N_diputados,AGRUPACION LIBERAL AUTONOMISTA Y SOCIAL_ALAS_votos,AGRUPACION LIBERAL AUTONOMISTA Y SOCIAL_ALAS_diputados,ALIANCA BALEAR_ABA_votos,ALIANCA BALEAR_ABA_diputados,PARTIDO REGIONALISTA DE GUADALAJARA_PRGU_votos,PARTIDO REGIONALISTA DE GUADALAJARA_PRGU_diputados,LIGA AUTONOMA ESPAÑOLA_LAE_votos,LIGA AUTONOMA ESPAÑOLA_LAE_diputados,DINAMICA SOCIAL ARAGONESA_DSA_votos,DINAMICA SOCIAL ARAGONESA_DSA_diputados,PARTIDO LA GENTE_LG_votos,PARTIDO LA GENTE_LG_diputados,PARTIDO INTERZAMORANO_PIZ_votos,PARTIDO INTERZAMORANO_PIZ_diputados,PARTIDO NACIONALISTA DE MELILLA_PNM_votos,PARTIDO NACIONALISTA DE MELILLA_PNM_diputados,AGRUPACIONES FAMILIARES INDEPENDIENTES TINERFEÑAS_AFIT_votos,AGRUPACIONES FAMILIARES INDEPENDIENTES TINERFEÑAS_AFIT_diputados,CENTRISTAS DE LA COMUNIDAD VALENCIANA_CCV_votos,CENTRISTAS DE LA COMUNIDAD VALENCIANA_CCV_diputados,PARTIDO DE LOS TRABAJADORES AUTONOMOS DE ESPAÑA_PAE_votos,PARTIDO DE LOS TRABAJADORES AUTONOMOS DE ESPAÑA_PAE_diputados,PARTIDO OBRERO REVOLUCIONARIO_POR_votos,PARTIDO OBRERO REVOLUCIONARIO_POR_diputados
Canarias                      ,38,Santa Cruz de Tenerife                            ,775653,914,614100,13767,627867,417432,3133,420565,419071,416973,2098,1494,135701,2,144480,3,21867,0,0,0,0,0,110080,2,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,808,0,0,0,0,0,1539,0,0,0,0,0,415,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0
Cantabria                     ,39,Cantabria                                         ,539121,562,434218,7716,441934,347907,2570,350477,348000,342422,5578,2477,175651,3,123940,2,39541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,377,0,640,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla - La Mancha          ,2,Albacete                                          ,358626,518,281224,2627,283851,235942,1023,236965,235774,233485,2289,1191,105294,2,103471,2,22682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,242,0,0,0,301,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla - La Mancha          ,13,Ciudad Real                                       ,488699,658,382449,1908,384357,315545,683,316228,314213,311581,2632,2015,141494,2,142101,3,25689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,0,0,0,0,0,0,0,0,0,208,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla - La Mancha          ,16,Cuenca                                            ,207175,357,168195,1093,169288,140321,439,140760,139803,138568,1235,957,70199,2,59261,1,7844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,0,89,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla - La Mancha          ,19,Guadalajara                                       ,153141,417,127325,1027,128352,103844,378,104222,103496,102116,1380,726,53683,2,36156,1,11080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,96,0,0,0,121,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla - La Mancha          ,45,Toledo                                            ,510601,553,403933,3531,407464,341568,1306,342874,340578,337858,2720,2296,164313,3,142262,2,27904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,194,0,0,0,214,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,5,Ávila                                             ,176910,354,141960,2851,144811,116431,1082,117513,116708,115537,1171,805,68503,2,35527,1,8977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,0,0,0,0,0,0,0,0,0,95,0,0,0,147,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,9,Burgos                                            ,360071,711,296448,4437,300885,233505,1628,235133,233277,229524,3753,1856,126837,3,71804,1,25880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,3205,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,24,León                                              ,531913,753,422922,13284,436206,331330,4403,335733,334095,330509,3586,1638,162850,3,126532,2,25622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,0,313,0,0,0,0,0,0,0,0,0,121,0,0,0,134,0,0,0,208,0,12049,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,115,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,34,Palencia                                          ,186184,354,150711,2494,153205,123178,882,124060,123298,121610,1688,762,63245,2,46740,1,9784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,71,0,143,0,165,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,37,Salamanca                                         ,364920,608,297515,9774,307289,240254,2917,243171,241712,238345,3367,1459,130734,3,84687,1,19526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,226,0,0,0,227,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,1289,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,40,Segovia                                           ,149139,295,123150,1141,124291,99371,355,99726,98964,97450,1514,762,54188,2,31903,1,8808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,0,0,0,0,840,0,0,0,84,0,0,0,90,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,42,Soria                                             ,94584,247,78428,1174,79602,58983,458,59441,58983,57900,1083,458,32561,2,20226,1,4662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,47,Valladolid                                        ,505208,711,412802,3538,416340,337882,1342,339224,337438,332594,4844,1786,164840,3,120941,2,42622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,263,0,350,0,543,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,925,0,0,0,0,0,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,49,Zamora                                            ,214624,399,176796,4937,181733,138361,1946,140307,139272,137595,1677,1035,75223,2,51509,1,7824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,0,0,0,0,0,0,0,0,0,108,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,184,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,8,Barcelona                                         ,4743797,5393,3865051,40204,3905255,2979841,13583,2993424,2984714,2964349,20365,8710,548323,6,1203339,13,260881,2,818832,9,0,0,0,0,0,0,0,0,114195,1,0,0,0,0,0,0,6241,0,0,0,2221,0,0,0,0,0,0,0,0,0,1936,0,0,0,1060,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3980,0,0,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,17,Girona                                            ,536317,708,424986,4540,429526,329165,1667,330832,329337,327598,1739,1495,39569,0,120118,2,11038,0,136448,3,0,0,0,0,0,0,0,0,18548,0,0,0,0,0,0,0,620,0,0,0,219,0,0,0,0,0,0,0,0,0,273,0,0,0,219,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,25,Lleida                                            ,359532,469,295752,5516,301268,225011,2191,227202,226318,224717,1601,884,40463,1,74686,1,7508,0,88880,2,0,0,0,0,0,0,0,0,12615,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,191,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,43,Tarragona                                         ,569057,755,459128,4554,463682,349488,1601,351089,349260,347108,2152,1829,70045,1,133000,3,17558,0,107473,2,0,0,0,0,0,0,0,0,17187,0,0,0,0,0,0,0,967,0,0,0,158,0,0,0,0,0,0,0,0,0,242,0,0,0,127,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura                   ,6,Badajoz                                           ,671774,780,511863,4434,516297,427285,1500,428785,427091,424010,3081,1694,167254,3,208287,3,42434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,0,0,288,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura                   ,10,Cáceres                                           ,423159,545,333670,6231,339901,274181,1939,276120,274792,272792,2000,1328,115444,2,131616,3,20068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,193,0,0,0,140,0,0,0,174,0,0,0,0,0,0,0,3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,15,A Coruña                                          ,1131404,1414,922413,56206,978619,673077,20120,693197,689269,682533,6736,3928,325922,5,233344,3,29669,0,0,0,0,0,0,0,87824,1,0,0,0,0,0,0,0,0,0,0,3102,0,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,27,Lugo                                              ,387038,561,320921,17178,338099,237591,6061,243652,242256,240418,1838,1396,129523,3,78692,1,6292,0,0,0,0,0,0,0,24136,0,0,0,0,0,0,0,0,0,0,0,857,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,32,Ourense                                           ,362832,571,297001,30705,327706,221883,10320,232203,230222,228639,1583,1981,112326,2,83474,2,3915,0,0,0,0,0,0,0,27779,0,0,0,0,0,0,0,0,0,0,0,611,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,36,Pontevedra                                        ,931688,1119,724904,45335,770239,540093,14834,554927,551071,545545,5526,3856,259634,4,178981,3,22377,0,0,0,0,0,0,0,80408,1,0,0,0,0,0,0,0,0,0,0,2026,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunidad de Madrid           ,28,Madrid                                            ,5150399,5421,4144804,54995,4199799,3323450,19178,3342628,3332046,3290119,41927,10582,1642489,17,1046904,11,547901,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5492,0,0,0,12220,0,0,0,0,0,12975,0,0,0,1339,0,1588,0,1495,0,0,0,1031,0,0,0,0,0,8483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,0,815,0,0,0,712,0,0,0,0,0,0,0,0,0,0,0,1671,0,976,0,867,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunidad Foral de Navarra    ,31,Navarra                                           ,532836,846,437562,6532,444094,324090,2111,326201,324186,318706,5480,2015,120335,2,98102,2,40354,1,0,0,3158,0,0,0,0,0,26451,0,0,0,0,0,12233,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,17020,0,501,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,1,Araba - Álava                                     ,281703,339,232126,1446,233572,168340,544,168884,167426,164936,2490,1458,45731,2,42561,1,19535,0,0,0,33761,1,0,0,0,0,12552,0,0,0,0,0,9364,0,0,0,774,0,0,0,213,0,0,0,0,0,0,0,0,0,255,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
