Nombre de Comunidad,Código de Provincia,Nombre de Provincia,Población,Número de mesas,Censo electoral sin CERA,Censo CERA,Total censo electoral,Solicitudes voto CERA aceptadas,Total votantes CER,Total votantes CERA,Total votantes,Votos válidos,Votos a candidaturas,Votos en blanco,Votos nulos,PARTIDO POPULAR_PP_votos,PARTIDO POPULAR_PP_diputados,PARTIDO SOCIALISTA OBRERO ESPAÑOL_PSOE_votos,PARTIDO SOCIALISTA OBRERO ESPAÑOL_PSOE_diputados,IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL_IU-LV_votos,IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL_IU-LV_diputados,UNIÓN PROGRESO Y DEMOCRACIA_UPyD_votos,UNIÓN PROGRESO Y DEMOCRACIA_UPyD_diputados,CONVERGÈNCIA I UNIÓ_CiU_votos,CONVERGÈNCIA I UNIÓ_CiU_diputados,AMAIUR_AMAIUR_votos,AMAIUR_AMAIUR_diputados,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO_EAJ-PNV_votos,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO_EAJ-PNV_diputados,ESQUERRA REPUBLICANA_ESQUERRA_votos,ESQUERRA REPUBLICANA_ESQUERRA_diputados,EQUO_EQUO_votos,EQUO_EQUO_diputados,BLOQUE NACIONALISTA GALEGO_BNG_votos,BLOQUE NACIONALISTA GALEGO_BNG_diputados,COALICIÓN CANARIA-NUEVA CANARIAS_CC-NC-PNC_votos,COALICIÓN CANARIA-NUEVA CANARIAS_CC-NC-PNC_diputados,BLOC-INICIATIVA-VERDS-EQUO-COALICIÓ COMPROMÍS_COMPROMÍS-Q_votos,BLOC-INICIATIVA-VERDS-EQUO-COALICIÓ COMPROMÍS_COMPROMÍS-Q_diputados,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL_PACMA_votos,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL_PACMA_diputados,FORO DE CIUDADANOS_FAC_votos,FORO DE CIUDADANOS_FAC_diputados,ESCAÑOS EN BLANCO_Eb_votos,ESCAÑOS EN BLANCO_Eb_diputados,PARTIDO ANDALUCISTA_PA_votos,PARTIDO ANDALUCISTA_PA_diputados,PLATAFORMA PER CATALUNYA_PxC_votos,PLATAFORMA PER CATALUNYA_PxC_diputados,PARTIDO REGIONALISTA DE CANTABRIA_P.R.C._votos,PARTIDO REGIONALISTA DE CANTABRIA_P.R.C._diputados,GEROA BAI_GBAI_votos,GEROA BAI_GBAI_diputados,POR UN MUNDO MÁS JUSTO_PUM+J_votos,POR UN MUNDO MÁS JUSTO_PUM+J_diputados,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA_P.C.P.E._votos,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA_P.C.P.E._diputados,ANTICAPITALISTAS_ANTICAPITALISTAS_votos,ANTICAPITALISTAS_ANTICAPITALISTAS_diputados,PIRATES DE CATALUNYA_PIRATA.CAT_votos,PIRATES DE CATALUNYA_PIRATA.CAT_diputados,UNIFICACIÓN COMUNISTA DE ESPAÑA_UCE_votos,UNIFICACIÓN COMUNISTA DE ESPAÑA_UCE_diputados,PARTIDO HUMANISTA_PH_votos,PARTIDO HUMANISTA_PH_diputados,ESPAÑA 2000_ESPAÑA 2000_votos,ESPAÑA 2000_ESPAÑA 2000_diputados,SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA_SAIn_votos,SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA_SAIn_diputados,REPUBLICANOS_RPS_votos,REPUBLICANOS_RPS_diputados,HARTOS.ORG_HARTOS.ORG_votos,HARTOS.ORG_HARTOS.ORG_diputados,PARTIDO PIRATA_PIRATA_votos,PARTIDO PIRATA_PIRATA_diputados,ALTERNATIVA NACIONALISTA CANARIA_ANC_votos,ALTERNATIVA NACIONALISTA CANARIA_ANC_diputados,FALANGE ESPAÑOLA DE LAS J.O.N.S._FE de las JONS_votos,FALANGE ESPAÑOLA DE LAS J.O.N.S._FE de las JONS_diputados,CENTRO DEMOCRATICO LIBERAL_C.D.L._votos,CENTRO DEMOCRATICO LIBERAL_C.D.L._diputados,PARTIDO CASTELLANO_PCAS_votos,PARTIDO CASTELLANO_PCAS_diputados,UNITS X VALENCIA_UxV_votos,UNITS X VALENCIA_UxV_diputados,PARTIDO DE LA LIBERTAD INDIVIDUAL_P-LIB_votos,PARTIDO DE LA LIBERTAD INDIVIDUAL_P-LIB_diputados,PARTIDO REGIONALISTA DEL PAIS LEONES_PREPAL_votos,PARTIDO REGIONALISTA DEL PAIS LEONES_PREPAL_diputados,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA_POSI_votos,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA_POSI_diputados,DEMOCRACIA NACIONAL_D.N._votos,DEMOCRACIA NACIONAL_D.N._diputados,PARTIDO REGIONALISTA POR ANDALUCIA ORIENTAL_PRAO_votos,PARTIDO REGIONALISTA POR ANDALUCIA ORIENTAL_PRAO_diputados,COALICION CABALLAS_Caballas_votos,COALICION CABALLAS_Caballas_diputados,CONVERXENCIA VINTEÚN_C.XXI_votos,CONVERXENCIA VINTEÚN_C.XXI_diputados,UNIDAD DEL PUEBLO_UNIDAD DEL PUEBLO_votos,UNIDAD DEL PUEBLO_UNIDAD DEL PUEBLO_diputados,CONVERGENCIA POR EXTREMADURA_CEx_votos,CONVERGENCIA POR EXTREMADURA_CEx_diputados,ANDECHA ASTUR_ANDECHA_votos,ANDECHA ASTUR_ANDECHA_diputados,CIUDADANOS DE CENTRO DEMOCRÁTICO_CCD_votos,CIUDADANOS DE CENTRO DEMOCRÁTICO_CCD_diputados,ACCION CIUDADANA POR MALAGA_ACIMA_votos,ACCION CIUDADANA POR MALAGA_ACIMA_diputados,FAMILIA Y VIDA_PFyV_votos,FAMILIA Y VIDA_PFyV_diputados,MUERTE AL SISTEMA_+MAS+_votos,MUERTE AL SISTEMA_+MAS+_diputados,UNION DE CIUDADANOS INDEPENDIENTES DE TOLEDO_U.C.I.T._votos,UNION DE CIUDADANOS INDEPENDIENTES DE TOLEDO_U.C.I.T._diputados,DEMOS EL CAMBIO_DeC_votos,DEMOS EL CAMBIO_DeC_diputados,FORO CENTRO Y DEMOCRACIA_CYD_votos,FORO CENTRO Y DEMOCRACIA_CYD_diputados,UNIDAD REGIONALISTA DE CASTILLA Y LEON_U.R.C.L._votos,UNIDAD REGIONALISTA DE CASTILLA Y LEON_U.R.C.L._diputados,PARTIDO PARA LA REGENERACION DE LA DEMOCRACIA EN ESPAÑA_P.R.D.E._votos,PARTIDO PARA LA REGENERACION DE LA DEMOCRACIA EN ESPAÑA_P.R.D.E._diputados,PARTIDO DE INTERNET_INTERNET_votos,PARTIDO DE INTERNET_INTERNET_diputados,PARTIT REPUBLICÀ D'ESQUERRA-REPUBLICANS_PRE-R_votos,PARTIT REPUBLICÀ D'ESQUERRA-REPUBLICANS_PRE-R_diputados,"BASTA YA, AGRUPACIÓN ABIERTA DE PARTIDOS POLÍTICOS_BASTA YA_votos","BASTA YA, AGRUPACIÓN ABIERTA DE PARTIDOS POLÍTICOS_BASTA YA_diputados",PARTIDO DEMOCRATICO Y CONSTITUCIONAL_PDYC_votos,PARTIDO DEMOCRATICO Y CONSTITUCIONAL_PDYC_diputados,LOS VERDES-GRUPO VERDE_LV-GV_votos,LOS VERDES-GRUPO VERDE_LV-GV_diputados,HIGIENE DEMOCRATICA_H.D._votos,HIGIENE DEMOCRATICA_H.D._diputados,SOCIALISTAS POR TERUEL_SXT_votos,SOCIALISTAS POR TERUEL_SXT_diputados,DERECHA NAVARRA Y ESPAÑOLA_DNE_votos,DERECHA NAVARRA Y ESPAÑOLA_DNE_diputados
Castilla y León               ,5,Ávila                                             ,171896,352,136353,6225,142578,640,107056,401,107457,105976,104743,1233,1481,65600,2,24278,1,4803,0,8217,0,0,0,0,0,0,0,0,0,725,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,200,0,174,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,9,Burgos                                            ,374826,800,290233,12876,303109,1418,216373,955,217328,214093,210141,3952,3235,116057,3,59878,1,11892,0,16090,0,0,0,0,0,0,0,0,0,1938,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,502,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,24,León                                              ,499284,739,410605,37103,447708,3201,295749,2157,297906,293290,287820,5470,4616,152672,3,100210,2,15598,0,13672,0,0,0,0,0,0,0,0,0,2154,0,0,0,0,0,0,0,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,502,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,34,Palencia                                          ,172510,335,142053,5730,147783,596,107825,366,108191,106547,104772,1775,1644,58759,2,33328,1,6259,0,4686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,77,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,234,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,37,Salamanca                                         ,353619,703,287784,24217,312001,2062,216374,1197,217571,214666,211443,3223,2905,128887,3,56331,1,9256,0,13276,0,0,0,0,0,0,0,0,0,1648,0,0,0,0,0,0,0,584,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0
Castilla y León               ,40,Segovia                                           ,164268,330,121111,2370,123481,278,94090,179,94269,92489,91012,1477,1780,52173,2,24780,1,5237,0,6889,0,0,0,0,0,0,0,0,0,981,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,42,Soria                                             ,95258,256,72581,4774,77355,400,52238,14,52252,51091,49796,1295,1161,28063,1,16066,1,2385,0,2190,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,47,Valladolid                                        ,533640,839,424998,9479,434477,1207,329214,796,330010,326333,321614,4719,3677,172671,3,94521,2,24223,0,23536,0,0,0,0,0,0,0,0,0,2161,0,0,0,0,0,0,0,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,380,0,0,0,0,0,167,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilla y León               ,49,Zamora                                            ,194214,389,162684,15681,178365,1317,118944,815,119759,118122,116065,2057,1637,68228,2,35059,1,6161,0,4641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,649,0,0,0,0,0,0,0,0,0,298,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,8,Barcelona                                         ,5511147,5719,3917492,110625,4028117,10530,2650982,3945,2654927,2615465,2568727,46738,39462,547376,7,727220,10,237327,3,33111,0,710178,9,0,0,0,0,169601,2,0,0,0,0,0,0,0,0,18638,0,0,0,40054,0,0,0,53142,0,0,0,0,0,0,0,0,0,11346,0,17393,0,3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,17,Girona                                            ,753046,822,489307,10602,499909,1191,311352,704,312056,306248,300676,5572,5808,49617,1,65674,1,16777,0,1798,0,120156,3,0,0,0,0,33000,1,0,0,0,0,0,0,0,0,2163,0,0,0,5206,0,0,0,2636,0,0,0,0,0,0,0,480,0,1099,0,1865,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,25,Lleida                                            ,439768,550,301579,11937,313516,939,195497,586,196083,192439,187971,4468,3644,37401,1,39157,1,7487,0,1069,0,79511,2,0,0,0,0,16529,0,0,0,0,0,0,0,0,0,892,0,0,0,2573,0,0,0,1074,0,0,0,0,0,366,0,355,0,551,0,915,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,43,Tarragona                                         ,808420,1023,544101,10698,554799,1141,352522,722,353244,346708,339602,7106,6536,81977,2,90496,2,18561,0,3672,0,105846,2,0,0,0,0,25724,0,0,0,0,0,0,0,0,0,2133,0,0,0,3046,0,0,0,3097,0,0,0,0,0,0,0,712,0,880,0,1703,0,267,0,0,0,0,0,0,0,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura                   ,6,Badajoz                                           ,692137,882,548452,9016,557468,697,413608,494,414102,408842,404010,4832,5260,207068,4,153692,2,24344,0,14174,0,0,0,0,0,0,0,0,0,1801,0,0,0,0,0,0,0,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura                   ,10,Cáceres                                           ,415083,623,338929,13168,352097,1097,257475,724,258199,253990,251049,2941,4209,132169,2,92822,2,13422,0,8739,0,0,0,0,0,0,0,0,0,1695,0,0,0,0,0,0,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,15,A Coruña                                          ,1146458,1569,952354,132878,1085232,12573,670922,5915,676837,666317,654144,12173,10520,343270,5,182056,2,30557,0,8812,0,0,0,0,0,0,0,0,0,4802,0,77945,1,0,0,0,0,2709,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,0,776,0,0,0,0,0,319,0,694,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,27,Lugo                                              ,353504,564,297601,53250,350851,6105,217646,2733,220379,216435,212807,3628,3944,121422,3,61357,1,6603,0,2020,0,0,0,0,0,0,0,0,0,0,0,19811,0,0,0,0,0,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,32,Ourense                                           ,335219,560,277234,85445,362679,6524,204039,3101,207140,204286,201429,2857,2854,115796,3,57340,1,4757,0,1677,0,0,0,0,0,0,0,0,0,1125,0,19054,0,0,0,0,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,36,Pontevedra                                        ,962472,1344,779747,110307,890054,8712,564167,4318,568485,558779,550711,8068,9706,284079,4,156880,2,25834,0,7460,0,0,0,0,0,0,0,0,0,4132,0,67227,1,0,0,0,0,2932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,432,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunidad de Madrid           ,28,Madrid                                            ,6458684,6528,4468053,185726,4653779,20726,3396877,12454,3409331,3373805,3338712,35093,35526,1719709,19,878724,10,271209,3,347354,4,0,0,0,0,0,0,0,0,65169,0,0,0,0,0,0,0,13136,0,6645,0,12877,0,0,0,0,0,0,0,0,0,5314,0,3815,0,4268,0,0,0,875,0,2706,0,0,0,1350,0,2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655,0,0,0,1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunidad Foral de Navarra    ,31,Navarra                                           ,636924,986,470380,17831,488211,1685,335547,893,336440,331085,324378,6707,5355,126516,2,72892,1,18251,0,6829,0,0,0,49208,1,0,0,0,0,3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42415,1,1393,0,0,0,0,0,0,0,353,0,0,0,0,0,1061,0,0,0,0,0,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,1,Araba - Álava                                     ,317352,427,246383,4360,250743,570,171811,343,172154,169425,167501,1924,2729,46034,1,39698,1,6917,0,4662,0,0,0,32439,1,31931,1,0,0,3574,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,20,Gipuzkoa                                          ,707263,873,554907,20427,575334,2391,375576,1543,377119,373967,369728,4239,3152,51362,1,78462,1,12595,0,5734,0,0,0,130055,3,83703,1,0,0,4390,0,0,0,0,0,0,0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,48,Bizkaia                                           ,1153724,1473,920996,28475,949471,3002,644767,1665,646432,639880,632595,7285,6552,113401,1,136853,2,24205,0,10886,0,0,0,122796,2,208683,3,0,0,7387,0,0,0,0,0,0,0,3278,0,0,0,2886,0,0,0,0,0,0,0,0,0,1670,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Región de Murcia              ,30,Murcia                                            ,1461979,1624,980081,20543,1000624,1972,740230,1324,741554,734686,727998,6688,6868,471851,8,154225,2,41896,0,45984,0,0,0,0,0,0,0,0,0,4464,0,0,0,0,0,0,0,2629,0,0,0,1745,0,0,0,0,0,0,0,0,0,0,0,1130,0,0,0,0,0,465,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,0,0,0,0,528,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Rioja                      ,26,La Rioja                                          ,322415,510,231910,10890,242800,1104,175981,726,176707,173910,171117,2793,2797,95124,3,54066,1,7995,0,10367,0,0,0,0,0,0,0,0,0,1626,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,380,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunitat Valenciana          ,3,Alicante / Alacant                                ,1926285,2521,1199465,22644,1222109,2122,897167,1235,898402,887427,877303,10124,10975,489946,8,239318,4,57677,0,49662,0,0,0,0,0,0,0,2301,0,0,0,0,0,0,0,27619,0,4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2122,0,0,0,0,0,894,0,1782,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunitat Valenciana          ,12,Castellón / Castelló                              ,604274,779,408998,5563,414561,696,301072,476,301548,296515,292369,4146,5033,156683,3,87657,2,15692,0,12008,0,0,0,0,0,0,0,1501,0,0,0,0,0,0,0,11890,0,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,180,0,0,0,3687,0,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunitat Valenciana          ,46,Valencia / València                               ,2581147,3194,1882332,38826,1921158,3812,1437269,1871,1439140,1423386,1408871,14515,15754,743604,9,370499,4,96417,1,84394,1,0,0,0,0,0,0,3648,0,0,0,0,0,0,0,85797,1,6381,0,0,0,3972,0,0,0,0,0,0,0,0,0,0,0,1742,0,0,0,0,0,906,0,1221,0,5579,0,0,0,958,0,0,0,0,0,0,0,0,0,1543,0,0,0,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciudad de Ceuta               ,51,Ceuta                                             ,80579,94,58532,2191,60723,136,32223,59,32282,31804,31306,498,478,20968,1,6445,0,576,0,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0
Ciudad de Melilla             ,52,Melilla                                           ,76034,82,51026,3664,54690,145,26966,68,27034,26726,26230,496,308,17828,1,6766,0,0,0,992,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
